Indicateurs communaux du Parc logement urbain en 2024 | Code géographique,Indicateurs communaux du Parc logement urbain en 2024_2 | Collectivités territoriales,Indicateurs communaux du Parc logement urbain en 2024 | Total des logements urbains,Indicateurs communaux du Parc logement urbain en 2024 | Nature d'occupation % | Logement occupé,Indicateurs communaux du Parc logement urbain en 2024 | Nature d'occupation % | Logement non occupé | Logement vacants,Indicateurs communaux du Parc logement urbain en 2024 | Nature d'occupation % | Logement non occupé_2 | Logement secondaire/saisonnier,Indicateurs communaux du Parc logement urbain en 2024 | Nature d'occupation % | Logement non occupé_3 | Total logement non occupé,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement non précaire ou salubre | Villa ou niveau de villa,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement non précaire ou salubre_2 | Appartement,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement non précaire ou salubre_3 | Maison marocaine traditionnelle,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement non précaire ou salubre_4 | Maison marocaine moderne,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement non précaire ou salubre_5 | Total non précaire,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement précaire | Maison sommaire ou bidonville,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement précaire_2 | Logement en type rural,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement précaire_3 | Autres type,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement % | Logement précaire_4 | Total précaire,Indicateurs communaux du Parc logement urbain en 2024 | Age de logement % | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age de logement % | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age de logement % | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre | Villa ou niveau de villa | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_2 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_3 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_4 | Appartement | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_5 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_6 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_7 | Maison marocaine traditionnelle | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_8 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_9 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_10 | Maison marocaine moderne | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_11 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_12 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_13 | Total non précaire | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_14 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Age du logement selon le type Type | Logement non précaire ou salubre_15 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire | Maison sommaire ou bidonville | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_2 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_3 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_4 | Logement en type rural | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_5 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_6 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_7 | Autres type | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_8 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_9 | 50 ans et plus,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_10 | Total précaire | Moins de 20 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_11 | De 20 à moins de 50 ans,Indicateurs communaux du Parc logement urbain en 2024 | Type de logement précaire % | Logement précaire_12 | 50 ans et plus,"Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des murs % | Béton armé, briques avec mortier",Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des murs % | Pierre agglomérée avec mortier,Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des murs % | Autres,Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des toits % | Dalle,"Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des toits % | Planches, bois ou tuiles",Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des toits % | Tôle en ciment ou en zinc,Indicateurs communaux du Parc logement urbain en 2024 | Matériaux de construction des toits % | Autres,Indicateurs communaux du Parc logement urbain en 2024 | Raccordement aux services de base | Réseau public d'électricité,Indicateurs communaux du Parc logement urbain en 2024 | Raccordement aux services de base | Réseau public d'eau,Indicateurs communaux du Parc logement urbain en 2024 | Raccordement aux services de base | Réseau public d'assainissement,Indicateurs communaux du Parc logement urbain en 2024 | Taux de déficit quantitatif en logement (%)
10,Région de Guelmim-Oued Noun,103998,69.89653647184299,14.598357660722606,15.505105867418786,30.10346352814139,0.6,1.7,2.4,94.6,99.2,0.1,0.2,0.5,0.8,66.2,32,1.8,79.9,19.9,0.2,75.6,24.4,0,38.7,51.8,9.5,66.9,31.6,1.5,66.4,31.9,1.7,28.9,45.2,25.9,14.5,63,22.5,63,30.6,6.4,47.8,39.7,12.6,98.44984004681136,1.1763449448256418,0.3738150083617982,98.0612962971034,1.637207601883137,0.023509447528874,0.2779866534832608,95.99403497417748,95.25632698546237,87.12628658747464,1.1
